"Group","Mouse.ID","Sex","PFOA","PFOS","PFBA","PFPeA","PFHxA","PFHpA","PFNA","PFDA","PFUdA","PFDoA","PFTrDA","PFTeDA","PFBS","PFPeS","PFHxS","PFHpS","PFNS","PFDS","X4_2.FTS","X6_2_FTS","X8_2.FTS","N.MeFOSAA","N.EtFOSAA","FOSA"
"PFOS 1.5","MS144","Male",0.3905,747.7784639,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.875385309,10.12911505,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"Naive","FN145","Female",2.46348e-07,7.061344e-06,6.95e-05,8.2e-05,6.9e-05,5.35e-05,2.75987e-07,2.65523e-07,2.69855e-07,4.35e-05,5.2e-05,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Naive","FN146","Female",2.61072e-07,2.741422e-06,6.95e-05,8.2e-05,6.9e-05,5.35e-05,2.68527e-07,3.6303e-07,3.40121e-07,1.13929e-07,5.2e-05,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Naive","FN147","Female",1.97812e-07,1.1349033e-05,6.95e-05,8.2e-05,6.9e-05,5.35e-05,2.2884e-07,3.38972e-07,3.72621e-07,9.12884e-08,5.2e-05,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Naive","FN148","Female",2.02917e-07,5.841622e-06,6.95e-05,8.2e-05,6.9e-05,5.35e-05,2.46363e-07,3.91849e-07,3.9464e-07,1.25093e-07,1.14424e-07,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Naive","FN149","Female",2.66175e-07,2.676252e-06,6.95e-05,8.2e-05,6.9e-05,5.35e-05,3.6207e-07,3.96524e-07,3.25778e-07,9.25942e-08,5.2e-05,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Naive","FN150","Female",2.76571e-07,2.950662e-06,6.95e-05,8.2e-05,6.9e-05,5.35e-05,3.15581e-07,4.01451e-07,4.33726e-07,1.18763e-07,1.28758e-07,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Naive","FN151","Female",3.40011e-07,4.098845e-06,2.50892e-07,8.2e-05,6.9e-05,5.35e-05,2.91961e-07,3.85043e-07,3.66867e-07,9.53901e-08,1.04598e-07,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Naive","FN152","Female",2.19209e-07,4.679599e-06,6.95e-05,8.2e-05,6.9e-05,5.35e-05,7.65e-05,1.99288e-07,2.4307e-07,9.57036e-08,5.2e-05,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Vehicle","FV153","Female",6.08385e-07,7.996714e-06,6.95e-05,8.2e-05,6.9e-05,5.35e-05,2.80367e-07,3.44324e-07,3.88831e-07,4.35e-05,1.05038e-07,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Vehicle","FV154","Female",6.56966e-07,6.269047e-06,6.95e-05,8.2e-05,2.00397e-07,5.35e-05,3.48825e-07,3.48491e-07,3.01913e-07,9.91847e-08,5.2e-05,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Vehicle","FV155","Female",4.42563e-07,6.39253e-06,6.95e-05,8.2e-05,6.9e-05,5.35e-05,2.56025e-07,3.12257e-07,3.76789e-07,1.02611e-07,1.05953e-07,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Vehicle","FV156","Female",5.38541e-07,3.686547e-06,6.95e-05,8.2e-05,6.9e-05,5.35e-05,3.02368e-07,3.98176e-07,4.3367e-07,8.7221e-08,1.22203e-07,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Vehicle","FV157","Female",4.13006e-07,2.342947e-06,6.95e-05,8.2e-05,6.9e-05,5.35e-05,2.43752e-07,3.7174e-07,3.69099e-07,9.96489e-08,5.2e-05,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Vehicle","FV158","Female",4.42424e-07,2.625516e-06,6.95e-05,8.2e-05,6.9e-05,5.35e-05,2.49271e-07,3.5463e-07,3.75794e-07,9.45746e-08,5.2e-05,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Vehicle","FV159","Female",4.13962e-07,3.967365e-06,6.95e-05,8.2e-05,6.9e-05,5.35e-05,2.44172e-07,3.23321e-07,3.02283e-07,4.35e-05,5.2e-05,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"Vehicle","FV160","Female",4.4336e-07,5.734322e-06,6.95e-05,8.2e-05,6.9e-05,5.35e-05,2.88785e-07,3.29474e-07,3.88373e-07,4.35e-05,5.2e-05,7.25e-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
"PFOA 0.166","FA161","Female",9.920645129,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.166","FA162","Female",13.06481377,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.166","FA163","Female",15.18417507,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.166","FA164","Female",15.11339914,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.166","FA165","Female",6.737551216,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.166","FA166","Female",9.670435638,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.166","FA167","Female",9.583057726,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.166","FA168","Female",13.16581123,0.329512431,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.5","FA169","Female",60.82794901,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.222214816,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.5","FA170","Female",60.60209189,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.250012326,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.5","FA171","Female",57.18157906,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.259109259,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.5","FA172","Female",61.03986316,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.241580325,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.5","FA173","Female",58.67868748,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.218206848,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.5","FA174","Female",44.19103285,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.257513825,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.5","FA175","Female",56.37040632,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.204736594,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 0.5","FA176","Female",53.81851135,0.115,0.039,0.0425,0.0575,0.0235,0.0765,0.228167213,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.093,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOA 1","FA177","Female",91.63851768,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1","FA178","Female",96.85089263,0.574,0.196,0.213,0.2865,0.294045295,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1","FA179","Female",89.89518278,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1","FA180","Female",67.40095534,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1","FA181","Female",74.6112214,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1","FA182","Female",79.01030995,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1","FA183","Female",91.34609262,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1","FA184","Female",78.67308263,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1.5","FA185","Female",101.826582,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1.5","FA186","Female",100.9472434,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1.5","FA187","Female",91.25659437,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1.5","FA188","Female",109.1364465,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1.5","FA189","Female",110.865484,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1.5","FA190","Female",106.3979412,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1.5","FA191","Female",125.2851604,0.574,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOA 1.5","FA192","Female",122.5404644,0.574,0.196,0.213,0.2865,0.228330739,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,0.466,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 0.166","FS193","Female",0.078,58.2598031,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.178302639,0.651272264,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.166","FS194","Female",0.078,55.69864858,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.161310621,0.599035341,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.166","FS195","Female",0.078,53.61617532,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.14169368,0.580268609,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.166","FS196","Female",0.078,36.37977651,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,0.362653858,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.166","FS197","Female",0.078,49.1572097,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.136539948,0.556324785,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.166","FS198","Female",0.078,46.42905262,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.197313719,0.576540153,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.166","FS199","Female",0.078,51.75953386,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.164880679,0.49785977,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.166","FS200","Female",0.078,44.78221233,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.145963183,0.477705928,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.5","FS201","Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PFOS 0.5","FS202","Female",0.078,147.162063,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.352416174,1.499883667,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.5","FS203","Female",0.078,179.2371108,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.478611687,1.866406683,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.5","FS204","Female",0.078,142.6642886,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.449646245,1.608399971,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.5","FS205","Female",0.078,178.9598219,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.406951095,1.857931791,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.5","FS206","Female",0.078,168.794181,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,2.237328814,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.5","FS207","Female",0.078,150.7843401,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,2.267917938,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 0.5","FS208","Female",0.078,161.5095126,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.0775,2.177747185,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
"PFOS 1","FS209","Female",0.3905,335.370382,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.018167715,4.084305958,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1","FS210","Female",0.3905,305.7899842,0.196,0.213,0.2865,0.229331747,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.011407551,3.602181499,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1","FS211","Female",0.3905,294.9778757,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.071357188,3.914196043,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1","FS212","Female",0.3905,275.6246954,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.768596257,3.078276734,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1","FS213","Female",0.3905,336.6168748,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,1.329069221,0.6315,0.853974082,4.482412033,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1","FS214","Female",0.3905,346.038748,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.013585728,4.940597961,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1","FS215","Female",0.3905,374.3386823,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.866581929,4.963151682,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1","FS216","Female",0.3905,339.6059329,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.168782058,5.328302215,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1.5","FS217","Female",0.3905,243.605952,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,2.193019989,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1.5","FS218","Female",0.3905,451.0102106,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.439464306,5.702465911,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1.5","FS219","Female",0.3905,224.1419299,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.797988176,2.613801569,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1.5","FS220","Female",0.3905,540.6634416,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.753030167,6.544751205,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1.5","FS221","Female",0.3905,450.1845908,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.219501603,5.123417999,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1.5","FS222","Female",0.3905,484.4936181,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.28029033,6.567821523,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1.5","FS223","Female",0.3905,232.2929174,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,0.388,2.212426025,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
"PFOS 1.5","FS224","Female",0.3905,434.1245982,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.175727378,5.095386549,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
